index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
3635,تعلم C عن طريق عمل Array-based Stack,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3636,Learn Cypress UI test automation with real-time scenarios,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3637,دعم تطبيقك بخدمات الموقع باستخدام جافا وأندرويد ستوديو,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3638,Les Expressions Lambda et Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3639,Responsive Web Design - التصميم المتجاوب لمواقع الويب,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3640,Create a JavaFX movie rater GUI with combo box and a slider,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3641,Manipulate Object Properties with C# in Unity,Coursera Project Network,Guided Project,2.9k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.9,Beginner
3642,Easing the Transition to GIMP for Photoshop Users,Coursera Project Network,Guided Project,2.3k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3643,Accessible Landing Page Solutions in XD,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.9,Intermediate
3644,Programando un blockchain básico con Javascript,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3645,JavaScript Numbers: Properties and Methods,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.9,Beginner
3646,iPad Music Player in XD,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Intermediate
3647,"Java Inheritance, Composition and Aggregation",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3648,C++ Decision Programming,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.4,Intermediate
3649,Scripting Bash - Découverte du Langage de Programmation,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3650,JavaScript For Loop,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3651,Manage Agile Workflows with Product Roadmaps in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3652,Introduction to C++ Programming: Create a Tic-Tac-Toe Game,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,3.7,Beginner
3653,Create a Tic-Tac-Toe Game using Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3654,Fundamentos de React Hooks,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3655,Build Messenger Clone Using PHP and MySQL,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3656,Create a Basketball Score Counter App in Android using Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3657,Build a User Interface using Python Language,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3658,Design User Interface (UI) Flow to Improve UX in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3659,Process File Data using C# List and Linq,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3660,Creando tu primera app con ReactJS,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3661,Build a Fast Typing Game using Java Swing,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3662,Make a Bill Splitter App with AngularJS,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3663,Configuring Kotlin for Android with IntelliJ IDEA,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3664,Create Landscapes in Unity Part 1 - Terrain,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3665,Create Mockups for a Website Homepage in Adobe XD,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3666,Practical Use Cases of CSS3 Flexbox,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3667,Align Continuous Improvements with Impact Mapping in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3668,Generate a PDF File with JavaScript,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3669,Creating a Color Game in Python Using Tkinter GUI,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3670,Using Interfaces with C# in Unity,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3671,Draw a Wireframe in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3672,How to implement array based stack in C,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3673,Créer Une App. À L’aide Des fonctionnalités OOP en Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3674,Empezando a trabajar con VueJS,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3675,Introduction to User Experience Building Blocks in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3676,Build a low-fidelity prototype for a mobile app in Adobe XD,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3677,Command Line Interface (CLI) With Golang From Infosys,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Advanced
3678,Service Management with Linux,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3679,Enregistrer vos designs Canva sur MailChimp,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3680,"Installer des Plugins SpotBugs, SonarLint, TestNG (Eclipse)",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3681,Create your first Java project using jGRASP,Coursera Project Network,Guided Project,2k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Beginner
3682,Create a Record of Students using Arrays in Java,Coursera Project Network,Guided Project,1.7k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3683,Build an App in Android Studio using Activities,Coursera Project Network,Guided Project,1.5k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.3,Intermediate
3684,How to Design a Space-Saving Table Using SketchUp,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3685,Build an App in Android Studio using Resources,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3686,"Element, Class, and ID Selectors in CSS",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Intermediate
3687,Aprendiendo Python con álgebra lineal,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3688,Light Up Your World in Unity (Introduction to Lighting),Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3689,Java Arrays and Loops,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Intermediate
3690,"C++ Inheritance, Aggregation and Composition",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4,Intermediate
3691,Build a Guessing Game Application using C++,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.4,Intermediate
3692,Create an FPS Weapon in Unity (Part 4 - Ammunition),Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3693,Design a User Interface (UI) Story Map in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3694,Learn C++ File Handling,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3695,Encryption and Decryption using C++,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3696,Personal Desktop Notifier in Python: Covid-19 notifications,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3697,Create website wireframes with Balsamiq,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3698,Create a Picture Puzzle using Java Swing,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3699,Enhance your python unit testing using Coverage,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3700,Test your Django views and forms using Selenium,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3701,"Bend, Warp, and Style Text with Inkscape",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3702,Master Lighting in Inkscape,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3703,Audit System with Spring Boot AOP,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3704,Query data in Django,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3705,Design a Login/Register UI in Android using Linear layout,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3706,Creating a simple Calculator in Android using Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3707,Make a Postage Calculator with Scala,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3708,Create a C# Class Definition to Track Employee Data,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3709,تصميم قاعدة البيانات باستخدام SQL Server Management Studio,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3710,تعرَف على هياكل البيانات في بايثون من خلال التطبيق العملي,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3711,Manage Idea Generation with Brainwriting in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3712,Simple NEWS Reader Android Application Using okhttp,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3713,Build Responsive Service Page UI using CSS3 Flexbox,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3714,Python برنامج لحل لعبة السودوكو بالذكاء الاصطناعى باستخدام,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3715,Query Django models across relationships,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Advanced
