index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
1450,業務効率や生産性向上につながる時間管理,"University of California, Irvine",Course,0,Business,business_and_management,1-4 Weeks,4.7,Mixed
1451,L'entrepreneuriat social : changer d'échelle,ESSEC Business School,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1452,Маркетинг в цифровом мире,University of Illinois at Urbana-Champaign,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1453,Gestion de l’analyse des données,Johns Hopkins University,Course,0,Business,business_and_management,1-4 Weeks,0,Mixed
1454,Цифровые технологии в международных финансах. Практикум.,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России),Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1455,"Coding for Designers, Managers, & Entrepreneurs II",University of Virginia,Course,2.5k,Business,business_and_management,1-4 Weeks,4.5,Beginner
1456,Фінанси для нефінансових спеціалістів,"University of California, Irvine",Course,1.6k,Business,business_and_management,1-4 Weeks,4.7,Mixed
1457,Emprendimiento Corporativo,Tecnológico de Monterrey,Course,0,Business,business_and_management,1-4 Weeks,0,Advanced
1458,Modelos de empresa familiar: del capitán al grupo inversor,ESADE Business and Law School,Course,2.3k,Business,business_and_management,1-4 Weeks,4.7,Intermediate
1459,Estrategia de IT centrada en el cliente,University of Virginia,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1460,"Fundamentos de Gerenciamento com o 10,000 Women da Goldman Sachs",Goldman Sachs,Course,0,Business,business_and_management,1-4 Weeks,5,Mixed
1461,Design and innovation of business model,Tecnológico de Monterrey,Course,0,Business,business_and_management,1-4 Weeks,0,Advanced
1462,Building Culture in a Scale Up,IE Business School,Course,0,Business,business_and_management,1-4 Weeks,0,Intermediate
1463,Negotiations,University of Pennsylvania,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1464,The Power of Markets III: Input Markets and Promoting Efficiency,University of Rochester,Course,4.3k,Business,business_and_management,1-4 Weeks,4.8,Mixed
1465,"Coding for Designers, Managers, & Entrepreneurs III",University of Virginia,Course,2.3k,Business,business_and_management,1-4 Weeks,4.9,Beginner
1466,Bases of the law of obligations (The Russian Federation) Part 2,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России),Course,0,Business,business_and_management,1-4 Weeks,4.7,Beginner
1467,"Fundamentos de Operações com o 10,000 Women da Goldman Sachs",Goldman Sachs,Course,0,Business,business_and_management,1-4 Weeks,4.9,Mixed
1468,Transformação digital,BCG,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1469,قياس حملات التسويق عبر وسائل التواصل الاجتماعي وتعزيزها,Facebook,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1470,"Fundamentos de las Operaciones con Goldman Sachs 10,000 Women",Goldman Sachs,Course,0,Business,business_and_management,1-4 Weeks,4.7,Mixed
1471,"Fundamentos de la Financiación con Goldman Sachs 10,000 Women",Goldman Sachs,Course,0,Business,business_and_management,1-4 Weeks,0,Mixed
1472,Liderar equipes,University of Michigan,Course,0,Business,business_and_management,1-4 Weeks,0,Mixed
1473,Como engajar equipes e criar cultura em ambientes virtuais,Fundação Instituto de Administração,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1474,¿Qué son los medios sociales?,Northwestern University,Course,0,Business,business_and_management,1-4 Weeks,0,Mixed
1475,مشروع كابستون للتسويق عبر وسائل التواصل الاجتماعي من فيسبوك,Facebook,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1476,Crafting Strategies for Innovation Initiatives for Corporate Entrepreneurs,"University of Maryland, College Park",Course,3.2k,Business,business_and_management,1-4 Weeks,4.1,Beginner
1477,Estratégicos empresariales: Proyecto final,Universidad Nacional Autónoma de México,Course,0,Business,business_and_management,1-4 Weeks,4.3,Mixed
1478,Originalité et modernité du mutualisme,ESSEC Business School,Course,0,Business,business_and_management,1-4 Weeks,4.6,Beginner
1479,"Fundamentos de Negociação com o 10,000 Women da Goldman Sachs",Goldman Sachs,Course,0,Business,business_and_management,1-4 Weeks,5,Mixed
1480,Kommunikationsstrategien für ein virtuelles Zeitalter,University of Toronto,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1481,Construção da Identidade de Líder,Fundação Instituto de Administração,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1482,Organizational innovation and creativity,Tecnológico de Monterrey,Course,0,Business,business_and_management,1-4 Weeks,0,Advanced
1483,Inspiração e motivação de indivíduos,University of Michigan,Course,0,Business,business_and_management,1-4 Weeks,0,Mixed
1484,Desenvolvimento do Líder,Fundação Instituto de Administração,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1485,"La familia empresaria: individuo, dinámica y tiempo",ESADE Business and Law School,Course,1.9k,Business,business_and_management,1-4 Weeks,4.5,Mixed
1486,Transacionando na Blockchain,INSEAD,Course,0,Business,business_and_management,1-4 Weeks,4.9,Intermediate
1487,Leitung und emotionale Intelligenz,Indian School of Business,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1488,Datenanalyse verwalten,Johns Hopkins University,Course,0,Business,business_and_management,1-4 Weeks,0,Mixed
1489,Scale Up Specialization Capstone,IE Business School,Course,0,Business,business_and_management,1-4 Weeks,0,Intermediate
1490,Conclusão do Marketing de Mídias Sociais do Facebook,Facebook,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1491,Продвижение веб-сайтов,Saint Petersburg State University,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1492,"Fundamentos de Clientes e Concorrência com o 10,000 Women da Goldman Sachs",Goldman Sachs,Course,0,Business,business_and_management,1-4 Weeks,4.9,Mixed
1493,Marketing no mundo digital,University of Illinois at Urbana-Champaign,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1494,Medir e otimizar campanhas de marketing de mídias sociais,Facebook,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1495,Grundlagen der Geschäftsstrategie,University of Virginia,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1496,Gestão Intercultural nas Organizações,Fundação Instituto de Administração,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1497,Análise de Segmentação de Mercado,Fundação Instituto de Administração,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1498,Negociação e Relações Interculturais,Fundação Instituto de Administração,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1499,Cultura e Consumo no Marketing Digital,Fundação Instituto de Administração,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1500,"Fundamentos de Financiamento com o 10,000 Women da Goldman Sachs",Goldman Sachs,Course,0,Business,business_and_management,1-4 Weeks,4.8,Mixed
1501,Capstone: Connected Planning for Business Transformation,Anaplan,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1502,Design Research para Estratégia e Inovação,Fundação Instituto de Administração,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1503,Teoria dos Jogos: Da Teoria à Prática,Fundação Instituto de Administração,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1504,Evolução na Carreira de Liderança,Fundação Instituto de Administração,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1505,Trânsito na Arena Política da Organização,Fundação Instituto de Administração,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1506,Capstone Project – Analyzing a Real Transaction,Moscow Institute of Physics and Technology,Course,1.8k,Business,business_and_management,1-4 Weeks,3.9,Intermediate
1507,Exploring Basic Income in a Changing Economy Teach-Out,University of Michigan,Course,0,Business,business_and_management,1-4 Weeks,4.8,Beginner
1508,Corporate Entrepreneurship,Tecnológico de Monterrey,Course,0,Business,business_and_management,1-4 Weeks,0,Advanced
1509,Construção de Relacionamentos em Vendas Orientada a Dados,Fundação Instituto de Administração,Course,0,Business,business_and_management,1-4 Weeks,0,Beginner
1510,MBA 501: Financial Analysis,Your University,Course,0,Business,business_and_management,1-4 Weeks,0,Intermediate
1511,ECS launch date validation,CONTEXT University [Testing],Course,0,Business,business_and_management,1-4 Weeks,0,Mixed
1512,Getting Started with Power BI Desktop,Coursera Project Network,Guided Project,37k,Business,business_and_management,Less Than 2 Hours,4.7,Beginner
1513,Introduction to Data Analysis using Microsoft Excel,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,4.6,Intermediate
1514,Introduction to Microsoft Excel,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,4.8,Intermediate
1515,Spreadsheets for Beginners using Google Sheets,Coursera Project Network,Guided Project,40k,Business,business_and_management,Less Than 2 Hours,4.7,Beginner
1516,Introduction to Project Management,Coursera Project Network,Guided Project,34k,Business,business_and_management,Less Than 2 Hours,4.6,Beginner
1517,Getting started with Microsoft Office 365,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,3.9,Beginner
1518,Get started with Jira,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,4.7,Beginner
1519,Using Basic Formulas and Functions in Microsoft Excel,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,4.9,Beginner
1520,Python for Finance: Beta and Capital Asset Pricing Model,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,4.6,Beginner
1521,Build a Real-time Stock Market Dashboard using Power BI,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
1522,Getting Started with Microsoft PowerPoint,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,4.5,Beginner
1523,Get started with Asana,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
1524,Introduction to Cost Accounting,Coursera Project Network,Guided Project,3.5k,Business,business_and_management,Less Than 2 Hours,4.5,Beginner
1525,Get Started with Confluence,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,4,Beginner
1526,Product Development: Customer Journey Mapping with Miro,Coursera Project Network,Guided Project,3.3k,Business,business_and_management,Less Than 2 Hours,4.5,Beginner
1527,Create a Project Management Tracker using Microsoft Excel,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
1528,Python for Finance: Portfolio Statistical Data Analysis,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,4.4,Beginner
1529,Visualizing Citibike Trips with Tableau,Coursera Project Network,Guided Project,17k,Business,business_and_management,Less Than 2 Hours,4.6,Beginner
1530,Create Charts and Dashboards Using Microsoft Excel,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
1531,How to use roadmaps in Jira,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
1532,Data Visualization in Microsoft PowerPoint,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Beginner
1533,Get Started with Facebook Ads Manager,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,4.8,Beginner
1534,Getting Started with Microsoft Word,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,4.8,Beginner
1535,Master the Art of Data Visualization With Tableau Public,Coursera Project Network,Guided Project,0,Business,business_and_management,Less Than 2 Hours,0,Intermediate
1536,Using Covid-19 Data to Make Supply Chain Logistics Decisions in Spreadsheets,Coursera Project Network,Guided Project,4.3k,Business,business_and_management,Less Than 2 Hours,4.4,Beginner
