index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
5128,AutoML tools for data science,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5129,Visualization for Statistical Analysis,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5130,Fondamentaux du Système de Base de Données,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5131,Deep Learning Inference with Azure ML Studio,Coursera Project Network,Guided Project,6.2k,Data Science,it_and_computer_science,Less Than 2 Hours,4.8,Beginner
5132,Image Compression and Generation using Variational Autoencoders in Python,Coursera Project Network,Guided Project,3.2k,Data Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
5133,Using Descriptive Statistics to Analyze Data in R,Coursera Project Network,Guided Project,2.7k,Data Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
5134,TensorFlow for AI: Neural Network Representation,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,4.3,Intermediate
5135,Procesamiento del lenguaje natural con Python y Power BI,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5136,"Activity Recognition using Python, Tensorflow and Keras",Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5137,Covid-19 Death Medical Analysis & Visualization using Plotly,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5138,Connecting Rasa Chatbot to External Platforms,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5139,Manipulate R data frames using SQL in RStudio,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5140,Quantitative Text Analysis and Evaluating Lexical Style in R,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5141,Quantitative Text Analysis and Scaling in R,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5142,Handling Missing Values in R using tidyr,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5143,Neural Network Visualizer Web App with Python,Coursera Project Network,Guided Project,6.4k,Data Science,it_and_computer_science,Less Than 2 Hours,4.5,Intermediate
5144,Regression with Automatic Differentiation in TensorFlow,Coursera Project Network,Guided Project,4.3k,Data Science,it_and_computer_science,Less Than 2 Hours,4.7,Beginner
5145,Build Multilayer Perceptron Models with Keras,Coursera Project Network,Guided Project,3.6k,Data Science,it_and_computer_science,Less Than 2 Hours,4.5,Intermediate
5146,Visual Machine Learning with Yellowbrick,Coursera Project Network,Guided Project,3.6k,Data Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
5147,Hierarchical Clustering using Euclidean Distance,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5148,Effectively Dealing with Imbalance Classes,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5149,Scatter Plot for Data Scientists & Big Data Analysts-Visuals,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5150,Exploratory Data Analysis with Textual Data in R / Quanteda,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5151,Exploring and Analyzing Fifa's Datasets Using Python,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5152,Introduction to Advance Features in Rasa Chatbot Framework 2,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5153,Learning SAS: History and SAS Studio,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5154,Create an infographic with Infogram,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5155,Preparing Data for Machine Learning Models,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5156,Visualizing static networks with R,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5157,Clustering analysis and techniques,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5158,Analyse datasets with Java streams,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5159,Introduction to Distributions in R,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5160,Introduction A L’HTML,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5161,Data Visualization using Plotly,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5162,Data Visualization using Plotnine and ggplot,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5163,Trabajando con Dask,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5164,Quantitative Text Analysis and Textual Similarity in R,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5165,Quantitative Text Analysis and Measures of Readability in R,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5166,Ciclo completo del desarrollo de un proyecto de Data Science,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5167,Predicting Salaries with Simple Linear Regression in R,Coursera Project Network,Guided Project,7.3k,Data Science,it_and_computer_science,Less Than 2 Hours,4.3,Beginner
5168,Build a Deep Learning Based Image Classifier with R,Coursera Project Network,Guided Project,6.8k,Data Science,it_and_computer_science,Less Than 2 Hours,4.6,Intermediate
5169,Analyze Stock Data using R and Quantmod Package,Coursera Project Network,Guided Project,3.4k,Data Science,it_and_computer_science,Less Than 2 Hours,4.3,Beginner
5170,Introducción a los algoritmos de regresión,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,4.5,Intermediate
5171,Creating Models using Smartpls,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,4.6,Intermediate
5172,Predicción del fraude bancario con autoML y Pycaret,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,4.3,Advanced
5173,A Geometrical Approach to Genome Analysis: Skew & Z-Curve,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5174,AutoML con Pycaret y TPOT,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Advanced
5175,Explorar precios de acciones con Spark SQL,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5176,Linear Regression and Multiple Linear Regression in Julia,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,4.2,Beginner
5177,Non parametric Tests using R Cmdr,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,5,Intermediate
5178,Fine-tuning Convolutional Networks to Classify Dog Breeds,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5179,Styles HTML - CSS,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5180,Clasificación de datos de Satélites con autoML y Pycaret,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Advanced
5181,Introduction to Text Classification in R with quanteda,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5182,"Machine Learning Interpretable: SHAP, PDP y permutacion",Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5183,Machine Learning con Pyspark aplicado al campo sanitario,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Advanced
5184,Deep-Dive into Tensorflow Activation Functions,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5185,Formulaire HTML,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5186,Hierarchical relational data analysis using python,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5187,Modelling with WARP PLS,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5188,Data Visualization using Bokeh,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5189,Series Temporales con Pycaret y Python,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5190,Explore insights in text analysis using Azure Text Analytics,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5191,Choisir la Meilleure Méthode pour Illustrer les Données,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5192,Avoid Overfitting Using Regularization in TensorFlow,Coursera Project Network,Guided Project,4.3k,Data Science,it_and_computer_science,Less Than 2 Hours,4.8,Intermediate
5193,"Save, Load and Export Models with Keras",Coursera Project Network,Guided Project,3.6k,Data Science,it_and_computer_science,Less Than 2 Hours,4.6,Intermediate
5194,Creating Custom Callbacks in Keras,Coursera Project Network,Guided Project,3.2k,Data Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
5195,Evaluate Machine Learning Models with Yellowbrick,Coursera Project Network,Guided Project,2.9k,Data Science,it_and_computer_science,Less Than 2 Hours,4.8,Intermediate
5196,Perform Feature Analysis with Yellowbrick,Coursera Project Network,Guided Project,2.6k,Data Science,it_and_computer_science,Less Than 2 Hours,4.8,Intermediate
5197,Generando modelos con Auto Machine Learning,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,4.4,Intermediate
5198,Análisis de documentos con servicios cognitivos de Azure,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,4.8,Beginner
5199,PyCaret: Anatomy of Classification,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,4.4,Intermediate
5200,Cluster Analysis using RCmdr,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5201,Analizando sentimientos y entidades en textos con Azure,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,4.8,Beginner
5202,Diseñando un bot con Azure LUIS,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,4.9,Beginner
5203,Ensemble Methods in Machine Learning,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5204,Performing Confirmatory Data Analysis in R,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5205,Machine Learning con Python. Nivel intermedio,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5206,Machine Learning y Regresión con PySpark. Guía paso a paso,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5207,Regresión (ML) en la vida real con PyCaret,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Advanced
5208,Create Experiments for Business or Research,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5209,Visualization of UK accidents using Plotly Express,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5210,Explaining machine learning models,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5211,Machine Learning Interpretable: interpretML y LIME,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5212,Visualización de datos con Seaborn,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5213,Desarrollar una aplicación web de ML con PyCaret y Streamlit,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5214,Tout Pour Démarrer avec RStudio,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5215,Les Expressions Régulières en Python,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5216,Curso Completo de Data Science,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5217,Getting Started with Tidyverse,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5218,Learning SAS: Creating Formats and Labels,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5219,Avoiding Data Science Pitfalls,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5220,Natural Language Processing with PyCaret,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5221,Basic Descriptives using R Cmdr,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5222,Advanced Models in Smartpls,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5223,Introducción al Deep Learning,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5224,"Learning SAS: Data Types, Naming Conventions, and Resources",Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5225,Creando aplicaciones con Shiny,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5226,Deploy a Video Indexer Application using Azure Video Analyze,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5227,تمثيل البيانات رسومياً باستخدام بايثون - Data Visualization,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5228,و تحميل البيانات و إخراجهاPandas شرح أساسيات استخدام,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5229,Imbalanced-learn: modelos de ML con datos desequilibrados,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5230,تحليل المجموعات الهرمية باستخدام المسافات الإقليدية,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5231,تصفية و ترتيب المعلومات باستخدام SQL,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5232,Agrégation de Données avec des Requêtes SQL,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5233,Analyze Text Data with Yellowbrick,Coursera Project Network,Guided Project,4.8k,Data Science,it_and_computer_science,Less Than 2 Hours,4.4,Intermediate
5234,Regression Analysis with Yellowbrick,Coursera Project Network,Guided Project,3k,Data Science,it_and_computer_science,Less Than 2 Hours,4.6,Intermediate
5235,Draw Insights with Crosstabs Reports in Google Sheets,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,4.5,Intermediate
5236,Introduction to Line Balancing Using Precedence Diagram,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,4.4,Beginner
5237,Diseñando modelos con Azure Machine Learning Studio,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,4.9,Beginner
5238,Automated Machine Learning en Power BI Clasificación,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,4.9,Intermediate
5239,Data Processing using Python Collections,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5240,Predict Career Longevity for NBA Rookies using Scikit-learn,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5241,Visualización Avanzada de datos con Python,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5242,Machine Learning con Azure Machine Learning Studio,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5243,Learning SAS: Reading Raw Data with the List Input Method,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5244,Les bases du langage PHP,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5245,Introduction to Widgets for Data Science,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5246,Simulation of Call Centre Operations Using R Simmer,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5247,Introdução a Machine Learning em uma Competição do Kaggle,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5248,Using ggplot,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5249,نهج هندسي لتحليل الجينوم: الانحراف ومنحنى زد,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5250,Interpreting Machine Learning datasets,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5251,Des nombres et plus en Python,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5252,Clasificación de imágenes con Tensorflow,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5253,Learning SAS: Reading Raw Data from Fixed Columns,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5254,Importer des Données dans R,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5255,Aprendizaje automático sin código: Azure ML Designer,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5256,Affectation de variable en Python,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5257,Desplegando modelos de Machine Learning con Pycaret en Azure,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5258,Création de chaînes en Python,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5259,Aprendizaje automático con Python y Azure Notebooks,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5260,Desarrollando modelos con Azure Custom Vision,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5261,Haciendo modelos con ML.NET,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5262,عكس وتكامل تسلسل الحمض النووي (DNA ، RNA) باستخدام R,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5263,Autoencoders y eventos extremadamente infrecuentes,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5264,Transformer les Données avec R,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5265,Reconhecimento Facial e de Objetos com o Amazon Rekognition,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
5266,Autoencoders para reducir la dimensionalidad y el ruido,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5267,Combiner des données de plusieurs tables SQL,Coursera Project Network,Guided Project,0,Data Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
5268,Google Data Analytics,Google,Professional Certificate,530k,Data Science,it_and_computer_science,3+ Months,4.8,Beginner
5269,IBM Data Science,IBM,Professional Certificate,970k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5270,IBM Data Analyst,IBM,Professional Certificate,640k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5271,Introduction to Data Science,IBM,Specialization,630k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5272,Deep Learning,DeepLearning.AI,Specialization,1.1m,Data Science,it_and_computer_science,3+ Months,4.8,Intermediate
5273,Data Science Fundamentals with Python and SQL,IBM,Specialization,530k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5274,Applied Data Science,IBM,Specialization,460k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5275,Machine Learning,Stanford University,Course,4.5m,Data Science,it_and_computer_science,3+ Months,4.9,Mixed
5276,IBM Data Analytics with Excel and R,IBM,Professional Certificate,160k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5277,Data Analysis and Visualization Foundations,IBM,Specialization,150k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5278,IBM Applied AI,IBM,Professional Certificate,490k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5279,Machine Learning Engineering for Production (MLOps),DeepLearning.AI,Specialization,37k,Data Science,it_and_computer_science,3+ Months,4.7,Advanced
5280,Preparing for Google Cloud Certification: Cloud Data Engineer,Google Cloud,Professional Certificate,240k,Data Science,it_and_computer_science,3+ Months,4.6,Intermediate
5281,DeepLearning.AI TensorFlow Developer,DeepLearning.AI,Professional Certificate,310k,Data Science,it_and_computer_science,3+ Months,4.7,Intermediate
5282,"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud,Specialization,230k,Data Science,it_and_computer_science,3+ Months,4.6,Intermediate
5283,Natural Language Processing,DeepLearning.AI,Specialization,100k,Data Science,it_and_computer_science,3+ Months,4.6,Intermediate
5284,Learn SQL Basics for Data Science,"University of California, Davis",Specialization,370k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5285,IBM AI Engineering,IBM,Professional Certificate,280k,Data Science,it_and_computer_science,3+ Months,4.6,Intermediate
5286,Business Analytics,University of Pennsylvania,Specialization,370k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5287,Data Science,Johns Hopkins University,Specialization,1.2m,Data Science,it_and_computer_science,3+ Months,4.5,Beginner
5288,Machine Learning with TensorFlow on Google Cloud,Google Cloud,Specialization,120k,Data Science,it_and_computer_science,3+ Months,4.5,Intermediate
5289,AI in Healthcare,Stanford University,Specialization,25k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5290,Data Science: Foundations using R,Johns Hopkins University,Specialization,1.1m,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5291,IBM Machine Learning,IBM,Professional Certificate,31k,Data Science,it_and_computer_science,3+ Months,4.6,Intermediate
5292,Applied Data Science with Python,University of Michigan,Specialization,770k,Data Science,it_and_computer_science,3+ Months,4.5,Intermediate
5293,Reinforcement Learning,University of Alberta,Specialization,60k,Data Science,it_and_computer_science,3+ Months,4.7,Intermediate
5294,IBM Introduction to Machine Learning,IBM,Specialization,27k,Data Science,it_and_computer_science,3+ Months,4.6,Intermediate
5295,Genomic Data Science,Johns Hopkins University,Specialization,120k,Data Science,it_and_computer_science,3+ Months,4.5,Intermediate
5296,AI Foundations for Everyone,IBM,Specialization,170k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5297,TensorFlow: Advanced Techniques,DeepLearning.AI,Specialization,23k,Data Science,it_and_computer_science,3+ Months,4.8,Intermediate
5298,Машинное обучение и анализ данных,Moscow Institute of Physics and Technology,Specialization,100k,Data Science,it_and_computer_science,3+ Months,4.7,Intermediate
5299,Data Visualization with Tableau,"University of California, Davis",Specialization,160k,Data Science,it_and_computer_science,3+ Months,4.5,Beginner
5300,Mathematics for Machine Learning,Imperial College London,Specialization,290k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5301,AI Product Management,Duke University,Specialization,2.5k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5302,Microsoft Azure Data Engineering Associate DP-203 Exam Prep,Microsoft,Specialization,3.5k,Data Science,it_and_computer_science,3+ Months,4.3,Intermediate
5303,Applied Data Science with R,IBM,Specialization,8.5k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5304,Advanced Machine Learning,HSE University,Specialization,340k,Data Science,it_and_computer_science,3+ Months,4.4,Advanced
5305,SAS Programmer,SAS,Professional Certificate,71k,Data Science,it_and_computer_science,3+ Months,4.8,Beginner
5306,Advanced Machine Learning on Google Cloud,Google Cloud,Specialization,67k,Data Science,it_and_computer_science,3+ Months,4.4,Advanced
5307,Geographic Information Systems (GIS),"University of California, Davis",Specialization,140k,Data Science,it_and_computer_science,3+ Months,4.8,Beginner
5308,Statistics with R,Duke University,Specialization,320k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5309,Neuroscience and Neuroimaging,Johns Hopkins University,Specialization,90k,Data Science,it_and_computer_science,3+ Months,4.6,Intermediate
5310,Data Mining,University of Illinois at Urbana-Champaign,Specialization,190k,Data Science,it_and_computer_science,3+ Months,4.5,Intermediate
5311,Business Statistics and Analysis,Rice University,Specialization,240k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5312,Sports Performance Analytics,University of Michigan,Specialization,6.7k,Data Science,it_and_computer_science,3+ Months,4.5,Intermediate
5313,Advanced Data Science with IBM,IBM,Specialization,110k,Data Science,it_and_computer_science,3+ Months,4.3,Advanced
5314,Data Science Foundations: Statistical Inference,University of Colorado Boulder,Specialization,5.8k,Data Science,it_and_computer_science,3+ Months,4.2,Intermediate
5315,Data Warehousing for Business Intelligence,University of Colorado System,Specialization,210k,Data Science,it_and_computer_science,3+ Months,4.5,Advanced
5316,Big Data,University of California San Diego,Specialization,330k,Data Science,it_and_computer_science,3+ Months,4.5,Beginner
5317,Data Science with Databricks for Data Analysts,Databricks,Specialization,11k,Data Science,it_and_computer_science,3+ Months,4.5,Intermediate
5318,Data Science: Statistics and Machine Learning,Johns Hopkins University,Specialization,290k,Data Science,it_and_computer_science,3+ Months,4.4,Intermediate
5319,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate 日本語版,Google Cloud,Professional Certificate,4.6k,Data Science,it_and_computer_science,3+ Months,4.4,Intermediate
5320,Machine Learning,University of Washington,Specialization,420k,Data Science,it_and_computer_science,3+ Months,4.6,Intermediate
5321,Probabilistic Graphical Models,Stanford University,Specialization,83k,Data Science,it_and_computer_science,3+ Months,4.6,Advanced
5322,Analista de Datos de IBM,IBM,Professional Certificate,8.6k,Data Science,it_and_computer_science,3+ Months,4.4,Beginner
5323,Data Literacy,Johns Hopkins University,Specialization,4.7k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5324,Data Visualization & Dashboarding with R,Johns Hopkins University,Specialization,8.9k,Data Science,it_and_computer_science,3+ Months,4.8,Beginner
5325,Computational Social Science,"University of California, Davis",Specialization,32k,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5326,Анализ и визуализация данных в Tableau,Moscow Institute of Physics and Technology,Specialization,0,Data Science,it_and_computer_science,3+ Months,4.6,Beginner
5327,SAS Visual Business Analytics,SAS,Professional Certificate,25k,Data Science,it_and_computer_science,3+ Months,4.7,Beginner
5328,SAS Advanced Programmer,SAS,Professional Certificate,8.2k,Data Science,it_and_computer_science,3+ Months,4.9,Intermediate
5329,TensorFlow 2 for Deep Learning,Imperial College London,Specialization,27k,Data Science,it_and_computer_science,3+ Months,4.9,Intermediate
