index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
237,New Product Development - develop your own new product,Technion - Israel Institute of Technology,Course,13k,Business,business_and_management,1-3 Months,4.4,Intermediate
238,FinTech and the Transformation in Financial Services,Copenhagen Business School,Course,24k,Business,business_and_management,1-3 Months,4.3,Beginner
239,Liderazgo y Pensamiento Crítico,Tecnológico de Monterrey,Specialization,0,Business,business_and_management,1-3 Months,4.5,Advanced
240,Leadership for Public Health Crises,The State University of New York,Specialization,3.1k,Business,business_and_management,1-3 Months,4.8,Beginner
241,Human Resources Management Capstone: HR for People Managers,University of Minnesota,Course,18k,Business,business_and_management,1-3 Months,4.8,Mixed
242,Los Objetivos de Desarrollo Sostenible para las empresas,Universidad de los Andes,Course,4.3k,Business,business_and_management,1-3 Months,4.9,Beginner
243,Entreprendre dans les Industries Culturelles à l'ère du numérique,Sciences Po,Course,7.4k,Business,business_and_management,1-3 Months,4.6,Beginner
244,Blockchain 360: A State of the Art for Professionals,EIT Digital,Course,6.4k,Business,business_and_management,1-3 Months,4.5,Beginner
245,Sustainable Vikings: Sustainability & Corporate Social Responsibility in Scandinavia,Copenhagen Business School,Course,4.5k,Business,business_and_management,1-3 Months,4.7,Beginner
246,Six Sigma Advanced Define and Measure Phases,University System of Georgia,Course,19k,Business,business_and_management,1-3 Months,4.7,Intermediate
247,European Business Law: Understanding the Fundamentals,Lund University,Course,38k,Business,business_and_management,1-3 Months,4.8,Mixed
248,Six Sigma Tools for Improve and Control,University System of Georgia,Course,25k,Business,business_and_management,1-3 Months,4.8,Beginner
249,Conversational Selling Playbook for SDRs,Salesforce,Course,2.8k,Business,business_and_management,1-3 Months,5,Beginner
250,Challenges of Agribusiness Management,Università Bocconi,Course,8.2k,Business,business_and_management,1-3 Months,4.8,Mixed
251,Mediation and Conflict Resolution,ESSEC Business School,Course,15k,Business,business_and_management,1-3 Months,4.7,Intermediate
252,Les partenariats qui changent le monde : alliances innovantes entre entreprises et associations,ESSEC Business School,Course,8.1k,Business,business_and_management,1-3 Months,4.6,Mixed
253,Data-Driven Decision Making (DDDM),University at Buffalo,Specialization,6.3k,Business,business_and_management,1-3 Months,4.5,Beginner
254,Erfolgreich Verhandeln: Strategien und Fähigkeiten,University of Michigan,Course,0,Business,business_and_management,1-3 Months,0,Mixed
255,Das liebe Geld - Finance im Alltag,University of Zurich,Course,10k,Business,business_and_management,1-3 Months,4.7,Beginner
256,Advanced Topics in Derivative Pricing,Columbia University,Course,0,Business,business_and_management,1-3 Months,0,Intermediate
257,Strategic Innovation: Building and Sustaining Innovative Organizations,University of Illinois at Urbana-Champaign,Course,42k,Business,business_and_management,1-3 Months,4.8,Mixed
258,Collaborative Foresight: How to Game the Future,Institute for the Future,Course,6.2k,Business,business_and_management,1-3 Months,4.9,Beginner
259,The Power of Team Culture,University of Pennsylvania,Course,9.8k,Business,business_and_management,1-3 Months,4.6,Beginner
260,Финансы компаний: взгляд инвестора и кредитора,SberUniversity,Course,10k,Business,business_and_management,1-3 Months,4.7,Beginner
261,Strategic Leadership and Management Capstone,University of Illinois at Urbana-Champaign,Course,8.8k,Business,business_and_management,1-3 Months,4.7,Mixed
262,"Sustainable Business: Big Issues, Big Changes",University of Colorado System,Course,3.9k,Business,business_and_management,1-3 Months,4.7,Beginner
263,Formulación y evaluación de proyectos complejos,Universidad de los Andes,Course,16k,Business,business_and_management,1-3 Months,4.9,Intermediate
264,Экологическая ответственность бизнеса,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России),Course,0,Business,business_and_management,1-3 Months,4.2,Beginner
265,Organisational design: Know your organisation,Macquarie University,Course,31k,Business,business_and_management,1-3 Months,4.9,Beginner
266,Strategy Formulation,Copenhagen Business School,Course,28k,Business,business_and_management,1-3 Months,4.5,Mixed
267,Технология ведения международных переговоров,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России),Course,4.7k,Business,business_and_management,1-3 Months,4.7,Beginner
268,Negotiation Fundamentals,ESSEC Business School,Course,43k,Business,business_and_management,1-3 Months,4.7,Beginner
269,Oral Communication for Engineering Leaders,Rice University,Course,29k,Business,business_and_management,1-3 Months,4.6,Mixed
270,Connecting with Sales Prospects,Northwestern University,Course,14k,Business,business_and_management,1-3 Months,4.8,Beginner
271,Gestión de las empresas de alimentación y bebidas,Università Bocconi,Course,21k,Business,business_and_management,1-3 Months,4.8,Mixed
272,European Business Law: Doing Business in Europe,Lund University,Course,19k,Business,business_and_management,1-3 Months,4.8,Mixed
273,"Autoridad, dirección y liderazgo",Universidad Nacional Autónoma de México,Course,50k,Business,business_and_management,1-3 Months,4.8,Beginner
274,"Corporate & Commercial Law II: Business Forms, Financing & Governmental Regulation",University of Illinois at Urbana-Champaign,Course,12k,Business,business_and_management,1-3 Months,4.9,Intermediate
275,Applications of Everyday Leadership,University of Illinois at Urbana-Champaign,Course,48k,Business,business_and_management,1-3 Months,4.8,Mixed
276,Action-Driven Business Plan: From the ‘Classroom’ to the World,Technion - Israel Institute of Technology,Course,6.1k,Business,business_and_management,1-3 Months,4.9,Mixed
277,Identifying Social Entrepreneurship Opportunities,Copenhagen Business School,Course,23k,Business,business_and_management,1-3 Months,4.7,Beginner
278,Supplier Management,Rutgers the State University of New Jersey,Course,5.9k,Business,business_and_management,1-3 Months,4.7,Beginner
279,Negotiation skills: Negotiate and resolve conflict,Macquarie University,Course,16k,Business,business_and_management,1-3 Months,4.7,Beginner
280,Management of Urban Infrastructures – part 1,École Polytechnique Fédérale de Lausanne,Course,25k,Business,business_and_management,1-3 Months,4.7,Mixed
281,Leading Innovation in Arts and Culture,Vanderbilt University,Course,15k,Business,business_and_management,1-3 Months,4.4,Mixed
282,Patrocinio Deportivo,Universitat Autònoma de Barcelona,Course,15k,Business,business_and_management,1-3 Months,4.6,Beginner
283,Digital Business Models,Lund University,Course,37k,Business,business_and_management,1-3 Months,4.6,Beginner
284,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,Course,32k,Business,business_and_management,1-3 Months,4.8,Beginner
285,Habilidades de Excel para el negocio: Intermedio I,Macquarie University,Course,1.8k,Business,business_and_management,1-3 Months,4.8,Intermediate
286,Iniciação e Planejamento de Projetos,Universidade de São Paulo,Course,7.3k,Business,business_and_management,1-3 Months,4.9,Beginner
287,Sport Sponsorship. Let them Play,Universitat Autònoma de Barcelona,Course,11k,Business,business_and_management,1-3 Months,4.4,Beginner
288,International Business Context,University of Colorado Boulder,Course,1.8k,Business,business_and_management,1-3 Months,4.7,Beginner
289,Project Management Project,"University of California, Irvine",Course,50k,Business,business_and_management,1-3 Months,4.8,Mixed
290,Adapt your leadership style,Macquarie University,Course,21k,Business,business_and_management,1-3 Months,4.8,Beginner
291,Инициирование и планирование проектов,"University of California, Irvine",Course,0,Business,business_and_management,1-3 Months,0,Mixed
292,FinTech Security and Regulation (RegTech),The Hong Kong University of Science and Technology,Course,8.9k,Business,business_and_management,1-3 Months,4.6,Beginner
293,Urgent Optimism: How to Turn Foresight into Action,Institute for the Future,Course,5.9k,Business,business_and_management,1-3 Months,4.8,Beginner
294,Six Sigma Advanced Improve and Control Phases,University System of Georgia,Course,17k,Business,business_and_management,1-3 Months,4.8,Intermediate
295,Habilidades de Excel para el negocio: Conceptos básicos,Macquarie University,Course,11k,Business,business_and_management,1-3 Months,4.9,Beginner
296,Copyright Law in the Music Business,Berklee College of Music,Course,11k,Business,business_and_management,1-3 Months,4.8,Beginner
297,Analysing Complexity,Macquarie University,Course,16k,Business,business_and_management,1-3 Months,4.5,Beginner
298,Storytelling und Einflussnahme: effektive Kommunikation,Macquarie University,Course,0,Business,business_and_management,1-3 Months,0,Mixed
299,Planning and Organizing for Supervisors,Institute of Certified Professional Managers,Course,3.9k,Business,business_and_management,1-3 Months,4.8,Beginner
300,Excel Time Series Models for Business Forecasting,Macquarie University,Course,2.3k,Business,business_and_management,1-3 Months,4.9,Intermediate
301,Self Awareness and the Effective Leader,Rice University,Course,31k,Business,business_and_management,1-3 Months,4.7,Beginner
302,Administración financiera y su función en la empresa,Universidad Nacional Autónoma de México,Course,34k,Business,business_and_management,1-3 Months,4.8,Intermediate
303,Strategic Innovation: Managing Innovation Initiatives,University of Illinois at Urbana-Champaign,Course,19k,Business,business_and_management,1-3 Months,4.7,Intermediate
304,Coaching Practices,"University of California, Davis",Course,21k,Business,business_and_management,1-3 Months,4.7,Mixed
305,Construction Finance,Columbia University,Course,22k,Business,business_and_management,1-3 Months,4.8,Beginner
306,Blockchain Business Models,Duke University,Course,11k,Business,business_and_management,1-3 Months,4.7,Intermediate
307,Коммерциализация результатов НИОКР,Moscow Institute of Physics and Technology,Course,1.8k,Business,business_and_management,1-3 Months,4.8,Beginner
308,Исследование и генерация данных для принятия бизн.-реш.,University of Illinois at Urbana-Champaign,Course,0,Business,business_and_management,1-3 Months,0,Beginner
309,Corporate Finance Essentials,IESE Business School,Course,73k,Business,business_and_management,1-3 Months,4.8,Mixed
310,FinTech Risk Management,The Hong Kong University of Science and Technology,Course,8.1k,Business,business_and_management,1-3 Months,4.7,Beginner
311,Business Models for Innovative Care for Older People,University of Copenhagen,Course,7.8k,Business,business_and_management,1-3 Months,4.5,Intermediate
312,Impact from Digital Transformation: Full course,EIT Digital,Course,3.1k,Business,business_and_management,1-3 Months,4.5,Beginner
